,laptop_ID,Company,TypeName,Inches,Ram,Memory,OpSys,Weight,Price_euros,Memory Type,Screen Width,Screen Height,Screen Type,CPU Clock Speed,GPU Type,CPU Type
1241,1259,Asus,Ultrabook,13.3,8,256.0,Windows 10,1.45,1280.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
1242,1260,Acer,Notebook,15.6,4,500.0,Linux,2.4,361.8,HDD,1366,768,Plain,2.0,Intel,Intel
1243,1261,Dell,2 in 1 Convertible,17.3,16,512.0,Windows 10,2.77,1799.0,SSD,1920,1080,Full HD,2.7,Nvidia,Intel
1244,1262,HP,Notebook,14.0,4,256.0,Windows 7,1.54,1099.99,SSD,1920,1080,Full HD,2.3,Intel,Intel
1245,1263,Asus,Gaming,15.6,16,256.0,Windows 10,2.5,1600.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
1246,1264,Dell,Notebook,14.0,4,500.0,Windows 10,1.6,875.0,HDD,1366,768,Plain,2.5,Intel,Intel
1247,1265,Asus,Gaming,15.6,16,256.0,Windows 10,2.34,2325.0,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1248,1266,Lenovo,Notebook,15.6,8,256.0,No OS,2.3,573.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
1249,1267,Dell,2 in 1 Convertible,13.3,8,256.0,Windows 10,1.24,1813.0,SSD,3200,1800,Quad HD+,1.2,Intel,Intel
1250,1268,Dell,Notebook,15.6,4,500.0,Linux,2.2,324.0,HDD,1366,768,Plain,1.6,Intel,Intel
1251,1269,HP,Notebook,15.6,4,500.0,Windows 10,1.86,399.0,HDD,1366,768,Plain,2.5,AMD,AMD
1252,1270,Lenovo,Notebook,15.6,6,128.0,Windows 10,2.4,569.0,SSD,1920,1080,Full HD,2.3,Nvidia,Intel
1253,1271,Lenovo,Notebook,14.0,8,256.0,Windows 10,1.9,1072.0,SSD,1920,1080,IPS Panel,2.3,Intel,Intel
1254,1272,Dell,Notebook,15.6,4,500.0,Windows 10,2.2,443.99,HDD,1366,768,Plain,1.6,Intel,Intel
1255,1273,Asus,Notebook,15.6,4,1024.0,Windows 10,2.0,339.0,HDD,1366,768,Plain,1.1,Intel,Intel
1256,1274,Asus,Gaming,17.3,16,128.0,Windows 10,4.0,1900.0,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1257,1275,Dell,Notebook,15.6,4,500.0,Windows 10,2.29,490.0,HDD,1366,768,Plain,2.0,Intel,Intel
1258,1276,Lenovo,Notebook,15.6,8,1024.0,Windows 7,2.32,895.0,Hybrid,1920,1080,Full HD,2.5,AMD,Intel
1259,1277,MSI,Gaming,15.6,8,128.0,Windows 10,2.4,1229.0,SSD,1920,1080,Full HD,2.6,Nvidia,Intel
1260,1278,Lenovo,2 in 1 Convertible,14.0,4,128.0,Windows 10,1.8,833.01,SSD,1920,1080,Full HD,2.3,Intel,Intel
1261,1279,Asus,Ultrabook,13.3,8,512.0,Windows 10,1.2,729.0,SSD,1920,1080,IPS Panel,0.9,Intel,Intel
1262,1280,Dell,Notebook,15.6,6,1024.0,Windows 10,2.3,459.0,HDD,1366,768,Plain,2.4,Intel,Intel
1263,1281,Acer,Notebook,15.6,4,500.0,Linux,2.4,289.0,HDD,1366,768,Plain,1.6,Intel,Intel
1264,1282,Dell,Notebook,15.6,2,500.0,Windows 10,2.2,379.0,HDD,1366,768,Plain,1.6,Intel,Intel
1265,1283,Lenovo,Notebook,15.6,8,1024.0,Windows 10,2.6,899.0,HDD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1266,1284,HP,Notebook,15.6,6,1024.0,Windows 10,2.04,549.99,Hybrid,1920,1080,Full HD,2.9,AMD,AMD
1267,1285,Dell,Notebook,15.6,8,1024.0,Linux,2.3,805.99,HDD,1366,768,Plain,2.7,AMD,Intel
1268,1286,HP,Netbook,11.6,2,32.0,Windows 10,1.17,209.0,Flash,1366,768,Plain,1.6,Intel,Intel
1269,1287,Asus,Notebook,15.6,4,500.0,Windows 10,2.2,720.32,HDD,1366,768,Plain,2.5,Nvidia,Intel
1270,1288,Lenovo,2 in 1 Convertible,14.0,4,128.0,Windows 10,1.8,638.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
1271,1289,Lenovo,2 in 1 Convertible,13.3,16,512.0,Windows 10,1.3,1499.0,SSD,3200,1800,IPS Panel,2.5,Intel,Intel
1272,1290,Lenovo,Notebook,14.0,2,64.0,Windows 10,1.5,229.0,Flash,1366,768,Plain,1.6,Intel,Intel
1273,1291,HP,Notebook,15.6,6,1024.0,Windows 10,2.19,764.0,HDD,1366,768,Plain,2.5,AMD,Intel
1274,1292,Asus,Notebook,15.6,4,500.0,Windows 10,2.2,369.0,HDD,1366,768,Plain,1.6,Intel,Intel
1275,1293,Asus,Ultrabook,13.3,8,512.0,Windows 10,1.2,729.0,SSD,1920,1080,IPS Panel,0.9,Intel,Intel
1276,1294,Dell,Notebook,15.6,6,1024.0,Windows 10,2.3,459.0,HDD,1366,768,Plain,2.4,Intel,Intel
1277,1295,Acer,Notebook,15.6,4,500.0,Linux,2.4,289.0,HDD,1366,768,Plain,1.6,Intel,Intel
1278,1296,Dell,Notebook,15.6,2,500.0,Windows 10,2.2,379.0,HDD,1366,768,Plain,1.6,Intel,Intel
1279,1297,Lenovo,Notebook,15.6,8,1024.0,Windows 10,2.6,899.0,HDD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1280,1298,HP,Notebook,15.6,6,1024.0,Windows 10,2.04,549.99,Hybrid,1920,1080,Full HD,2.9,AMD,AMD
1281,1299,Dell,Notebook,15.6,8,1024.0,Linux,2.3,805.99,HDD,1366,768,Plain,2.7,AMD,Intel
1282,1300,HP,Netbook,11.6,2,32.0,Windows 10,1.17,209.0,Flash,1366,768,Plain,1.6,Intel,Intel
1283,1301,Asus,Notebook,15.6,4,500.0,Windows 10,2.2,720.32,HDD,1366,768,Plain,2.5,Nvidia,Intel
1284,1302,Lenovo,2 in 1 Convertible,14.0,4,128.0,Windows 10,1.8,638.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
1285,1303,Lenovo,2 in 1 Convertible,13.3,16,512.0,Windows 10,1.3,1499.0,SSD,3200,1800,IPS Panel,2.5,Intel,Intel
1286,1304,Lenovo,Notebook,14.0,2,64.0,Windows 10,1.5,229.0,Flash,1366,768,Plain,1.6,Intel,Intel
1287,1305,HP,Notebook,15.6,6,1024.0,Windows 10,2.19,764.0,HDD,1366,768,Plain,2.5,AMD,Intel
1288,1306,Asus,Notebook,15.6,4,500.0,Windows 10,2.2,369.0,HDD,1366,768,Plain,1.6,Intel,Intel
1289,1307,Asus,Ultrabook,13.3,8,512.0,Windows 10,1.2,729.0,SSD,1920,1080,IPS Panel,0.9,Intel,Intel
1290,1308,Dell,Notebook,15.6,6,1024.0,Windows 10,2.3,459.0,HDD,1366,768,Plain,2.4,Intel,Intel
1291,1309,Acer,Notebook,15.6,4,500.0,Linux,2.4,289.0,HDD,1366,768,Plain,1.6,Intel,Intel
1292,1310,Dell,Notebook,15.6,2,500.0,Windows 10,2.2,379.0,HDD,1366,768,Plain,1.6,Intel,Intel
1293,1311,Lenovo,Notebook,15.6,8,1024.0,Windows 10,2.6,899.0,HDD,1920,1080,IPS Panel,2.6,Nvidia,Intel
1294,1312,HP,Notebook,15.6,6,1024.0,Windows 10,2.04,549.99,Hybrid,1920,1080,Full HD,2.9,AMD,AMD
1295,1313,Dell,Notebook,15.6,8,1024.0,Linux,2.3,805.99,HDD,1366,768,Plain,2.7,AMD,Intel
1296,1314,HP,Netbook,11.6,2,32.0,Windows 10,1.17,209.0,Flash,1366,768,Plain,1.6,Intel,Intel
1297,1315,Asus,Notebook,15.6,4,500.0,Windows 10,2.2,720.32,HDD,1366,768,Plain,2.5,Nvidia,Intel
1298,1316,Lenovo,2 in 1 Convertible,14.0,4,128.0,Windows 10,1.8,638.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
1299,1317,Lenovo,2 in 1 Convertible,13.3,16,512.0,Windows 10,1.3,1499.0,SSD,3200,1800,IPS Panel,2.5,Intel,Intel
1300,1318,Lenovo,Notebook,14.0,2,64.0,Windows 10,1.5,229.0,Flash,1366,768,Plain,1.6,Intel,Intel
1301,1319,HP,Notebook,15.6,6,1024.0,Windows 10,2.19,764.0,HDD,1366,768,Plain,2.5,AMD,Intel
1302,1320,Asus,Notebook,15.6,4,500.0,Windows 10,2.2,369.0,HDD,1366,768,Plain,1.6,Intel,Intel
